"protein","mi_median_ctrl","sel_freq_ctrl","mi_median_als","sel_freq_als","mi_median_nonals","sel_freq_nonals","mi_full_ctrl","mi_full_als","mi_full_nonals","delta_mi_median","delta_sel_freq","high_ctrl","high_als","high_nonals","category"
"Q9UEF7",0.112633882498051,0.04,0.0110496224206809,0,0.106669510957081,0,0.101251320573276,0.00581945390354699,0.0461878409453564,-0.208253771034451,-0.08,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q5GFL6",0.112608923707565,0.07,0.0142660103814851,0.01,0.105553035649953,0,0.0638134847015586,0.00568945443042068,0.0014686680060052,-0.203895948976033,-0.13,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q8WYK2",0.112540790598449,0.07,0.0178214443080256,0,0.157683708332663,0.05,0.0861202366064298,0.00834797418851752,0.113187501581017,-0.252403054623087,-0.14,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P43361",0.112406090862639,0.09,0.0251496333260501,0.01,0.102259024995342,0.01,0.0890241841237214,0.0169109579010538,0.052683167897192,-0.189515482531931,-0.17,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q96NT3",0.111846428056338,0.01,0.0137807444377176,0,0.12162514221974,0.01,0.0794092311442878,0.00848657884840343,0.10778598626421,-0.219690825838361,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P15516",0.11183795201128,0.1,0.04936078075418,0.3,0.102468717598316,0,0.0930820537773731,0.0369556345724003,0.0396925139935216,-0.164945888855417,0.1,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P56937",0.111737713696202,0.14,0.0283353634460288,0.07,0.123691561747558,0.01,0.127771219854984,0.0267135958280296,0.0580846832139994,-0.207093911997731,-0.21,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9NZ94",0.111557692118836,0.07,0.0128157414783798,0,0.157246578223684,0.03,0.0924405545471667,0.00282980444306347,0.122851393235403,-0.25598852886414,-0.14,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q96IY4",0.111524573189183,0.06,0.0378957652042182,0.06,0.18402579869437,0.12,0.100687920414267,0.0287259196752823,0.206888223797298,-0.257654606679336,-0.06,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q3ZCQ8",0.111441228316966,0.05,0.0119028618025003,0,0.141133123195464,0.02,0.0871030219281068,0.00353236818837654,0.0580846832139994,-0.24067148970993,-0.1,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O75830",0.111435400020538,0.04,0.0130364796135891,0,0.118447074985704,0,0.0827944217319896,0.00378121691230282,0.0580846832139994,-0.216845995392653,-0.08,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q16513",0.111418946874295,0.08,0.0179742618115031,0.01,0.120283304066113,0,0.0853089415781594,0.0141145769656141,0.0461878409453564,-0.213727989128905,-0.15,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q99LC4.3",0.111397321246775,0.06,0.0245923917784219,0,0.153172136484705,0.06,0.0899751361478893,0.0148798942198582,0.107785986264209,-0.239977065953058,-0.12,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P26998",0.11112391048094,0.04,0.0119246695378026,0,0.137057775788759,0.02,0.0737411072975358,0.00774570809589381,0.10778598626421,-0.236257016731896,-0.08,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q99LC4.208",0.111044471662394,0.03,0.0209246631548365,0.02,0.131891354958414,0.01,0.0794092311442882,0.0136873309977226,0.0608338627106015,-0.222011163465971,-0.04,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O75478",0.111028900269037,0.04,0.0156974775442236,0,0.140899517977419,0.03,0.11421627886037,0.0114327610642055,0.102803856153351,-0.236230940702232,-0.08,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P61326",0.110808737787087,0.09,0.00970928569186835,0,0.114356653943531,0.02,0.0466653365291751,0.00329205601903126,0.0461878409453564,-0.215456106038749,-0.18,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q15742",0.110802544541573,0.07,0.0230383568693078,0.01,0.127652662127428,0,0.0953516101394047,0.0110726236097518,0.11095455096676,-0.215416849799694,-0.13,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O15539",0.110730275817577,0.04,0.0148301847525276,0,0.146208176772187,0,0.0648056745015535,0.00338763903094241,0.113187501581017,-0.242108267837236,-0.08,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q86UE6",0.110673377085614,0.13,0.0153112140893783,0,0.12592703447209,0,0.101910622742208,0.00706322242874347,0.0461878409453564,-0.221289197468325,-0.26,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q8IV36",0.110641612062264,0.07,0.0194660300777436,0,0.102133579043282,0,0.0953516101394047,0.00802160378133188,0.0461878409453567,-0.193309161027802,-0.14,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q8N109",0.110449069559698,0.09,0.0117548151281335,0,0.147216721921808,0.03,0.0466653365291751,0.00194063840476133,0.134328850298097,-0.245910976353372,-0.18,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O75880",0.110306697066089,0.14,0.0136269763532941,0,0.127096173827239,0.01,0.0911763981171125,0.0037787809363472,0.066235378027409,-0.223775894540034,-0.28,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q96P66.1",0.110299804347664,0.07,0.0112265321285687,0.01,0.139315235626144,0.02,0.0794092311442878,0.0017120294196844,0.114281313216045,-0.238388507845239,-0.13,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q13145.2",0.110239285229634,0.1,0.0275114805022525,0.01,0.114356653943531,0,0.0606790246563222,0.0140272667117562,0.0515893562621641,-0.197084458670912,-0.19,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P20061.1",0.110219849550488,0.13,0.0249744396092231,0.01,0.105900544619588,0,0.101680110214263,0.0193839441255181,0.0014686680060052,-0.191145954560854,-0.25,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9UN36",0.110183578126367,0.03,0.0257141846935149,0.01,0.116779600808527,0,0.124270983302014,0.0231498448730796,0.0396925139935216,-0.201248994241379,-0.05,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q96EP1",0.110129479763777,0.06,0.0233243313230393,0,0.123802243123818,0.01,0.070606647252299,0.0163243493772383,0.0014686680060052,-0.210607391564556,-0.12,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q8N2Q7.2",0.110110775692631,0.02,0.0155146001084518,0,0.156467992690344,0.05,0.0871030219281073,0.0117250611965547,0.107785986264209,-0.251064168274523,-0.04,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P14635.P06493",0.109942771292282,0.07,0.0110130813692388,0,0.136904162004441,0.03,0.0651944487109111,0.00494776237206818,0.066235378027409,-0.235833851927484,-0.14,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P49961.1",0.109901029773183,0.04,0.0202748985102335,0,0.137051595069354,0.01,0.112225797203345,0.0141084891171799,0.134328850298097,-0.226677726332304,-0.08,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q99LC4.179",0.109785451111268,0.07,0.0174446322333022,0.01,0.139432071707079,0,0.083551387524873,0.00500081910892769,0.0515893562621637,-0.231772890585045,-0.13,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P09972",0.109745335770514,0.09,0.0407028355710812,0.18,0.158184943530732,0.05,0.127802399690729,0.0470737084976189,0.0580846832139994,-0.227227443730165,0,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P24158.1",0.10972297228563,0.1,0.0149735256399004,0.01,0.117114739363561,0.01,0.0536253920860892,0.00568840659411451,0.0608338627106015,-0.211864186009291,-0.19,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O60942",0.109578957949258,0.05,0.0137967943425317,0,0.116124342649464,0.01,0.098854682365578,0.00230235237885346,0.0963085292015153,-0.21190650625619,-0.1,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q8WWA0",0.109384606262963,0.1,0.0193930747961522,0.01,0.135591155234954,0,0.067844232536868,0.0101196098211571,0.0909070138847075,-0.225582686701765,-0.19,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P55075.1",0.109347914420515,0.05,0.0244350142907135,0.01,0.125549641790897,0.02,0.0643768848605677,0.0152998362324697,0.117449877918595,-0.210462541920698,-0.09,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q96PH6",0.109225717088969,0.03,0.0173432660089983,0.01,0.131248774456283,0.01,0.0920627421590354,0.0101861167201034,0.0909070138847075,-0.223131225536254,-0.05,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9NY97",0.109203155816784,0.06,0.0199253225675913,0.01,0.101489003832836,0,0.044444342344204,0.0127636512639571,0.0014686680060052,-0.190766837082029,-0.11,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O43639",0.10910281230431,0.09,0.0240729756234586,0.01,0.111555026500021,0,0.0902374819733436,0.0113047612812589,0.052683167897192,-0.196584863180872,-0.17,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O75503.1",0.108902906332292,0.05,0.0161487271279908,0.01,0.134498363434418,0.01,0.0521497484110123,0.0109120321921656,0.0909070138847079,-0.22725254263872,-0.09,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q96BN8",0.108782762941563,0.07,0.0448473579094746,0.2,0.124342752120814,0.02,0.119066299586947,0.0348870129942065,0.0909070138847079,-0.188278157152903,0.06,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P48382",0.108683842077202,0.05,0.0174195269994522,0.01,0.111687465880656,0.01,0.0821744815329231,0.00923714022682054,0.117449877918596,-0.202951780958406,-0.09,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q13522",0.108598436359676,0.07,0.013855078408652,0,0.136226662357319,0,0.102513180599959,0.00951438815765115,0.102803856153351,-0.230970020308343,-0.14,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q96EV8",0.108574864642712,0.06,0.0208021355955124,0.01,0.124358651472817,0.02,0.0557990464381981,0.0112947278131621,0.0461878409453564,-0.212131380520017,-0.11,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q99LC4.18",0.108536343728539,0.08,0.0171959480911692,0,0.159033788857836,0.02,0.0657566265257219,0.0119955047705615,0.152505159203561,-0.250374184495207,-0.16,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9Y662",0.108514119533583,0.06,0.0199111064964876,0.03,0.13577178734531,0,0.0863652000905684,0.0109560124471404,0.102803856153351,-0.224374800382405,-0.09,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q96Q45",0.108372860166625,0.05,0.0399013159795458,0.14,0.114365559866959,0.01,0.089121847747673,0.0312819282686165,0.11095455096676,-0.182837104054038,0.04,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9BWL3",0.108323220472102,0.07,0.0108169097601514,0,0.11874536889353,0.03,0.0662494848791222,0.000777245485024114,0.0461878409453564,-0.216251679605481,-0.14,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q01968",0.108104379968794,0.07,0.0151891078452242,0,0.130485182607219,0.02,0.102513180599959,0.00894374400730902,0.052683167897192,-0.223400454730789,-0.14,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q01415",0.108030473976731,0.08,0.0112919484516087,0,0.131454224849435,0,0.108432034989176,0.00452244655758616,0.105553035649953,-0.228192750374557,-0.16,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P53999",0.108029373016278,0.15,0.0129266016022844,0,0.101531257958994,0.01,0.098506288199161,0.00507822425826321,0.0909070138847079,-0.196634029372988,-0.3,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q13057",0.107992577084701,0.04,0.0150719459945854,0.01,0.107463779741313,0,0.101417764388808,0.00465948128774052,0.0461878409453564,-0.200384410831429,-0.07,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q8N1E2",0.107977932381394,0.05,0.0203668060219078,0.01,0.13052477847318,0,0.0868522913856418,0.01236997640448,0.0580846832139994,-0.218135904832667,-0.09,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P15036",0.107953918796292,0.09,0.0164222402405649,0,0.172552696285613,0.09,0.0707163467566505,0.00310211293392504,0.127833523346262,-0.26408437484134,-0.18,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9NQG5",0.107861923447347,0.06,0.0122046535576354,0,0.152505159203561,0,0.0752561129424776,0.00758143387378363,0.152505159203561,-0.248162429093272,-0.12,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P68871.P69905",0.107813349336809,0.04,0.0167059326985644,0,0.148981865491918,0.01,0.0773904053247216,0.00799476751402572,0.117449877918596,-0.240089282130163,-0.08,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q92692",0.107799669463412,0.02,0.0110084158649502,0,0.124217306168754,0,0.0920627421590354,0.00351328026118347,0.0844116869328726,-0.221008559767216,-0.04,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9UBT2.Q9UBE0",0.107505633688454,0.02,0.0240945870573392,0.01,0.109773983577908,0,0.0829123033704611,0.0223435993386625,0.0396925139935216,-0.193185030209023,-0.03,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q99LC4.231",0.107453874522235,0.03,0.0241434493469748,0.02,0.13373559730189,0,0.0860953255927583,0.00962138637504717,0.0461878409453564,-0.217046022477151,-0.04,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O15391",0.107429498872994,0.04,0.0159921465488688,0,0.127464969644672,0.01,0.0930820537773731,0.00246988759954725,0.0580846832139994,-0.218902321968797,-0.08,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9BY42",0.107389680629619,0.17,0.0177102195186982,0,0.12786169117852,0,0.0887618382982667,0.00693505093821578,0.0461878409453567,-0.217541152289441,-0.34,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P07948",0.107286308451706,0.02,0.0163942967099102,0,0.128769137434556,0.03,0.152749530943239,0.00601213540906587,0.052683167897192,-0.219661149176351,-0.04,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q5MJ08",0.107189581500758,0.06,0.0188602502396245,0.02,0.11823121467069,0,0.116661479245129,0.0114327610642055,0.0461878409453564,-0.206560545931823,-0.1,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9UHQ1",0.107110137857442,0.09,0.0225204910053738,0.02,0.157778490356921,0.03,0.0891420657621924,0.0195349007192194,0.107785986264209,-0.242368137208989,-0.16,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P63172",0.107083543334305,0.02,0.0109471969307877,0,0.186063407467871,0,0.0920627421590354,0.00329205601903126,0.152505159203561,-0.282199753871388,-0.04,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P18859",0.107067865566073,0.06,0.0118818882815934,0,0.122102017351968,0,0.103996352947392,0.000536933315679278,0.0461878409453564,-0.217287994636447,-0.12,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P18206",0.107042179365194,0.06,0.0164658875431021,0,0.149627795543511,0.01,0.098854682365578,0.00387359268862886,0.114281313216044,-0.240204087365603,-0.12,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q8TDQ0.1",0.107008082950628,0.11,0.0129020116278882,0,0.126573857184043,0,0.0578380902722841,0.00434424099821218,0.0608338627106015,-0.220679928506783,-0.22,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q6UXK2",0.106952229301195,0.01,0.0117343585308161,0,0.11213445480373,0,0.0807398713625505,0.00246988759954725,0.0844116869328726,-0.207352325574109,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O75379",0.106932376278709,0.06,0.0190771769408014,0.02,0.122600501331284,0,0.100542916957453,0.0108273562295298,0.066235378027409,-0.210455700669192,-0.1,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9NUI1",0.106737162386693,0.04,0.0173442703918849,0,0.105732051317759,0.01,0.0776054113173137,0.00229619831998873,0.0461878409453564,-0.195124943312568,-0.08,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O60565",0.106466001056309,0.05,0.0299935484587148,0.08,0.133382713843825,0,0.0644254470376278,0.0268811579156774,0.102803856153351,-0.20985516644142,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9BUV0",0.106365388061596,0.02,0.0319412650740771,0.12,0.117449877918595,0.01,0.0953516101394047,0.0430408779048319,0.0580846832139994,-0.191874000906114,0.08,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9NZU1",0.10631074943997,0.05,0.0230092937071928,0.01,0.10280385615335,0,0.0662494848791222,0.0118269127380439,0.0014686680060052,-0.186105311886128,-0.09,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P54764.1",0.106218462389431,0.03,0.0154346781509869,0,0.126253496212174,0,0.0860953255927583,0.0104337256908944,0.0844116869328726,-0.217037280450618,-0.06,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O00233",0.106172380532368,0.07,0.0164296115509186,0.01,0.133772441949098,0.01,0.0636708963205384,0.00659106242494456,0.0580846832139994,-0.223515210930547,-0.13,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q6UW15",0.106155562394651,0.1,0.0148823865444641,0,0.132095899683841,0.03,0.0904039257888756,0.00894374400730902,0.0461878409453567,-0.223369075534028,-0.2,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q92520",0.106152802666591,0.05,0.0138915277484823,0,0.126253496212174,0,0.123977457640816,0.00873541173607117,0.066235378027409,-0.218514771130283,-0.1,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O75791",0.10608238249272,0.07,0.021906496783664,0.01,0.116394985590281,0,0.0860953255927583,0.0123111756974859,0.0461878409453564,-0.200570871299337,-0.13,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P49771",0.10603505733699,0.04,0.0179986490951678,0,0.114318983579788,0,0.0821744815329231,0.0110583385977949,0.0396925139935216,-0.20235539182161,-0.08,FALSE,FALSE,FALSE,"low_or_nonspecific"
"O00292",0.105877322189302,0.07,0.0151475554810361,0.01,0.144227172887064,0.01,0.085705897921637,0.00659106242494456,0.153440773291855,-0.23495693959533,-0.13,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q99697",0.105810641224695,0.07,0.0218821445599373,0.04,0.164066862917169,0.01,0.105442039130922,0.0173901035732058,0.164402001472204,-0.247995359581927,-0.1,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P18065.2",0.105779732352536,0.06,0.0175502102458063,0.01,0.14425191121867,0.04,0.0751208489626904,0.00626139825260852,0.127833523346262,-0.2324814333254,-0.11,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q13332",0.105772575202665,0.04,0.0169496714214832,0.01,0.117114739363561,0,0.109944204960914,0.00654868337796444,0.0844116869328726,-0.205937643144744,-0.07,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P58294",0.105682049494028,0.05,0.012416382265888,0,0.122061379668359,0,0.0740895014639529,0.00282980444306347,0.0396925139935216,-0.2153270468965,-0.1,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q01344",0.105678267619324,0.06,0.0128577577057127,0,0.127385870871306,0,0.132555296063185,0.0037787809363472,0.113187501581017,-0.220206380784916,-0.12,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P49748",0.10565890994912,0.04,0.0172666633782461,0,0.160128277052112,0.03,0.0643768848605677,0.0156880634657384,0.199095560319501,-0.248520523622985,-0.08,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q8IWT1",0.105656033078022,0.09,0.0140722011867946,0,0.104564645069522,0,0.0557990464381981,0.00527742654440422,0.0461878409453567,-0.196148476960749,-0.18,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P19835",0.105473550030488,0.06,0.0201440739748526,0,0.122227463304028,0,0.100038022723654,0.0125514878668302,0.0909070138847079,-0.207556939359664,-0.12,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P26440",0.105460420417927,0.08,0.0111170867200177,0,0.117432362124043,0,0.0863652000905684,0.000369398094986817,0.0608338627106015,-0.211775695821952,-0.16,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P98177",0.10542692161316,0.07,0.0238964542708828,0,0.126432511879981,0,0.070606647252299,0.0113501672503578,0.107785986264209,-0.207962979222258,-0.14,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q5VUM1",0.105364311706715,0.01,0.0135133255837945,0,0.160559239449051,0.02,0.103996352947392,0.0042528704047573,0.164402001472204,-0.252410225571972,-0.02,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P21580",0.105279804468018,0.06,0.0145410600548133,0,0.106347304434184,0,0.104718668249577,0.00313916503604794,0.0461878409453564,-0.197086048847389,-0.12,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q9NUQ8",0.105277964133545,0.03,0.0153128470588602,0.01,0.140899517977419,0.02,0.0776054113173137,0.00955258857013996,0.0461878409453564,-0.230864635052104,-0.05,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q6NT46",0.105257794083161,0.1,0.0142456857252322,0,0.122437155907002,0.02,0.109995602811178,0.00782965129852498,0.0580846832139994,-0.213449264264931,-0.2,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q14681",0.105244044089472,0.08,0.0608108578538473,0.46,0.163731724362135,0.01,0.0997589480186485,0.0538845624997508,0.164402001472204,-0.20816491059776,0.3,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q12866",0.105172161077829,0.02,0.0131811710383534,0,0.115422333779214,0,0.0812702158798526,0.00324380589196727,0.0909070138847075,-0.20741332381869,-0.04,FALSE,FALSE,FALSE,"low_or_nonspecific"
"P13928",0.105099567820133,0.03,0.0205884541260686,0.02,0.11823121467069,0,0.0460864298348125,0.00650501438524698,0.0515893562621641,-0.202742328364754,-0.04,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q7Z3D4",0.105080905016452,0.06,0.0217402303525724,0.02,0.125549641790897,0.02,0.0636708963205384,0.0117567401527343,0.0608338627106015,-0.208890316454777,-0.1,FALSE,FALSE,FALSE,"low_or_nonspecific"
"Q969V5.1",0.105078299609512,0.07,0.0149250947460102,0,0.141133123195464,0.01,0.0792630053432757,0.00537026473379898,0.0963085292015153,-0.231286328058965,-0.14,FALSE,FALSE,FALSE,"low_or_nonspecific"
